order_id,customer_id,order_date,amount,channel
O00643,C0485,2025-01-16,4390.0,Online
O00644,C0445,2025-09-17,2472.0,Online
O00645,C1000,2024-12-09,,Store
O00646,C0015,2025-06-16,2710.0,Online
O00647,C0738,2025-06-22,989.0,Store
O00648,C0731,2025-07-28,4235.0,Online
O00649,C0112,2025-03-14,4712.0,Online
O00650,C0267,2025-05-01,4434.0,Store
,C0338,2025-01-07,2905.0,Online
O00652,C0083,2025-08-12,895.0,
O00653,C0133,2025-05-28,4941.0,Online
O00654,C0617,2025-10-18,4114.0,Store
O00655,C0740,2025-09-14,1931.0,Store
O00656,,2025-11-05,710.0,
O00657,C0269,2025-02-10,4829.0,Store
,C0559,2025-03-13,125.0,Online
O00659,C0121,2025-05-20,2580.0,Online
O00660,C0725,2025-08-11,1117.0,Store
O00661,C0740,2025-08-15,3474.0,Store
O00662,C0798,2025-06-02,3919.0,Online
O00663,C0222,2025-09-10,596.0,Online
O00664,C0408,2025-01-08,2318.0,Store
O00665,C0795,2025-02-10,4434.0,Online
O00666,C0172,2025-06-09,346.0,Online
O00667,C0002,2025-09-26,1965.0,Online
O00668,C0131,2025-03-27,4526.0,Store
O00669,C0995,2025-02-24,,Store
O00670,C0980,2025-11-14,4565.0,Online
O00671,C0283,2025-01-03,4052.0,Store
O00672,C0652,2025-10-17,309.0,Store
O00673,C0842,2025-09-10,3199.0,Store
O00674,C0263,2025-08-17,505.0,Store
O00675,C0001,2025-09-19,3014.0,Store
O00676,C0735,2025-09-07,1742.0,Online
O00677,C0936,2025-09-01,1546.0,Store
O00678,C0078,2025-01-22,2022.0,Online
O00679,C0597,2025-08-11,483.0,Online
O00680,C0698,2025-08-16,3425.0,Store
O00681,,2025-07-05,665.0,
O00682,C0022,2025-11-02,,Store
O00683,C0412,2025-02-17,2373.0,Online
O00684,C0223,2025-05-05,2055.0,Online
O00685,C0926,2025-01-28,771.0,Online
O00686,C0385,2025-03-24,3543.0,Store
O00687,C0819,2025-09-22,3151.0,Store
O00688,C0286,2025-01-30,4421.0,Online
O00689,C0152,2025-08-21,3927.0,Store
O00690,C0976,2025-08-21,1255.0,Online
O00691,C0720,2025-08-15,3898.0,Online
O00692,C0767,2025-10-11,1860.0,Online
O00693,C0856,2025-08-03,4524.0,Online
O00694,C0828,2025-07-11,4762.0,Store
O00695,C0560,2025-04-11,2062.0,Online
O00696,C0865,2025-07-08,4063.0,Online
O00697,,2025-07-21,2864.0,Online
O00698,C0988,2025-10-06,1368.0,Store
O00699,C0727,2025-08-23,3902.0,Online
O00700,C0106,2025-10-24,796.0,Online
O00701,C0975,2025-05-04,107.0,Store
O00702,C0113,,350.0,Online
O00703,C0496,2025-01-23,2837.0,Store
O00704,C0197,2025-03-30,1113.0,Store
O00705,C0232,2025-06-24,4706.0,Online
O00706,C0220,,4054.0,Store
O00707,C0045,2025-05-29,4171.0,Store
O00708,C0760,2025-05-13,747.0,Online
O00709,C0069,2025-06-24,4280.0,Online
,C0607,2025-11-17,4516.0,Store
O00711,C0694,2025-06-25,,Store
O00712,C0996,2025-11-10,3543.0,Online
O00713,C0174,2025-11-02,3219.0,Store
O00714,C0958,2025-04-12,2958.0,Online
O00715,C0851,2024-12-03,1626.0,Online
O00716,C0659,2025-08-27,540.0,Online
O00717,C0376,2025-11-13,1825.0,Store
O00718,C0314,,,Store
O00719,C0017,2025-08-07,4230.0,Store
O00720,C0025,2025-06-27,1456.0,Store
O00721,C0385,2024-11-23,821.0,
O00722,C0551,2025-04-16,3175.0,Online
O00723,C0885,2024-12-23,1303.0,Store
O00724,,2025-10-05,2911.0,Store
O00725,C0728,2025-09-15,4944.0,Store
O00726,C0971,,4807.0,Online
O00727,C0049,2025-01-26,4192.0,Online
O00728,C0767,2025-10-25,3284.0,Online
O00729,C0106,2025-02-10,,Store
O00730,C0905,2024-12-15,250.0,Store
O00731,C0999,2025-09-16,4723.0,Store
O00732,C0323,2025-07-18,4160.0,Store
O00733,C0500,2025-01-30,2365.0,Store
O00734,C0050,2025-07-04,3282.0,Online
O00735,C0290,2025-08-15,2249.0,Online
O00736,C0833,2025-08-13,1724.0,Online
O00737,C0774,2025-04-10,577.0,Online
O00738,C0540,2025-08-08,3050.0,Store
O00739,C0542,2025-05-21,500.0,Online
O00740,C0498,2025-07-25,,Store
O00741,,2025-11-01,2801.0,Online
O00742,C0445,2025-03-18,733.0,Store
O00743,C0898,2024-11-17,2812.0,Store
,C0044,2025-01-10,3872.0,Online
O00745,C0144,2025-06-02,4183.0,Store
O00746,C0328,2025-01-01,3393.0,Store
O00747,C0745,2025-05-31,4177.0,Online
O00748,C0620,2024-12-05,3461.0,Online
,C0079,,1038.0,Store
O00750,C0228,2025-07-17,4828.0,Store
O00751,C0783,2025-08-12,105.0,Store
O00752,,2025-04-12,,Store
O00753,,2025-03-05,862.0,Store
O00754,C0640,2024-11-24,3231.0,Online
O00755,C0262,2025-11-10,1407.0,Online
O00756,C0193,2025-06-21,1673.0,Online
O00757,C0211,2025-07-08,4870.0,Online
O00758,C0214,2025-09-09,2823.0,Store
O00759,C0584,2025-08-29,3311.0,Store
O00760,C0549,2025-03-05,2037.0,Store
O00761,C0686,2025-06-16,173.0,Online
O00762,C0717,2025-01-09,216.0,Store
O00763,C0857,2025-02-26,4094.0,Online
O00764,,2025-03-10,220.0,Store
O00765,C0622,2024-11-19,4325.0,Store
O00766,C0263,2025-01-05,4325.0,Store
O00767,C0986,2025-07-03,,Store
O00768,C0400,2025-02-09,986.0,Online
O00769,C0479,2025-10-30,2234.0,Online
O00770,C0322,2025-09-10,3231.0,Online
O00771,C0083,2025-08-11,3997.0,Store
O00772,C0222,2025-09-01,2112.0,Store
O00773,C0662,2025-10-19,4367.0,Store
O00774,C0922,2025-10-19,4082.0,
O00775,C0643,2024-11-28,4882.0,Store
O00776,C0087,2025-05-30,3750.0,
O00777,C0033,,1383.0,Store
O00778,,2025-05-20,3249.0,Online
O00779,C0099,2025-07-11,4646.0,Online
O00780,C0733,2025-09-16,2728.0,Online
O00781,C0239,2025-07-21,929.0,Store
,C0529,2025-09-17,1006.0,Store
O00783,C0789,2025-06-24,1691.0,Store
O00784,C0513,2025-06-30,2509.0,Online
O00785,C0982,2025-04-25,1918.0,Online
O00786,C0526,2025-07-25,264.0,Store
O00787,C0634,2025-09-26,320.0,Online
O00788,C0006,2025-07-20,1345.0,Store
O00789,C0993,2025-03-09,2023.0,Store
O00790,C0719,2025-03-03,998.0,Store
O00791,C0957,2025-09-28,300.0,Online
O00792,C0376,2025-04-24,4935.0,Online
,C0760,2025-10-27,802.0,Online
O00794,C0074,2025-01-12,3344.0,Store
O00795,C0330,2025-02-27,,Store
O00796,,2025-03-01,,Online
,C0096,2025-09-16,4435.0,Online
O00798,C0527,,4124.0,Store
O00799,C0313,2024-12-26,294.0,Online
O00800,C0603,2025-05-07,3923.0,Store
O00801,C0483,2025-07-15,3695.0,Online
O00802,C0023,2025-08-12,4442.0,Online
O00803,C0391,2025-08-26,3870.0,Store
O00804,C0265,2025-08-31,2758.0,Store
O00805,C0993,2024-12-25,3402.0,Online
O00806,C0205,2025-08-21,3534.0,Online
O00807,C0195,2025-07-13,2302.0,Store
O00808,C0492,2025-05-03,1382.0,
O00809,C0815,2025-11-05,593.0,Online
O00810,C0435,2025-04-17,2691.0,Store
,C0356,,2561.0,Online
O00812,C0990,2025-08-11,4212.0,Store
O00813,,2025-03-03,2443.0,
O00814,C0077,2025-08-28,805.0,Store
O00815,C0614,2025-07-10,465.0,
O00816,C0048,2025-05-20,644.0,Store
O00817,C0540,2025-05-02,4888.0,Store
O00818,C0470,2025-10-26,4655.0,Store
O00819,C0528,2025-07-25,956.0,Store
O00820,C0068,2025-10-23,3178.0,Online
O00821,C0733,2025-04-10,4497.0,Store
O00822,C0761,2025-11-06,2456.0,Store
O00823,C0398,2025-08-19,4654.0,Store
O00824,C0060,,236.0,Online
O00825,C0215,2025-09-29,4092.0,Online
O00826,C0957,2025-02-17,3933.0,Store
O00827,C0389,2024-12-10,4506.0,Store
O00828,C0358,2025-05-27,4936.0,Store
O00829,,2025-02-06,599.0,Online
O00830,C0120,2025-10-14,4699.0,Online
O00831,,2025-10-02,2789.0,Store
O00832,C0826,2025-09-21,1652.0,Store
O00833,C0295,2025-05-14,2595.0,Store
O00834,C0927,2025-03-29,3671.0,Online
O00835,C0842,,3033.0,Store
O00836,C0586,2025-08-29,3590.0,Store
O00837,C0363,2025-11-16,816.0,Online
O00838,C0065,2025-08-05,4678.0,Online
O00839,C0461,2025-04-01,4375.0,Store
O00840,C0689,2025-04-29,1997.0,Store
O00841,,2025-11-10,3246.0,Online
O00842,C0258,2025-08-01,896.0,Store
O00843,C0799,2025-09-15,3311.0,Online
O00844,C0001,2025-11-14,2429.0,Online
O00845,C0910,2025-08-24,811.0,Online
O00846,C0252,2025-03-14,2386.0,Online
,C0321,2024-12-01,214.0,Online
O00848,C0458,2025-06-01,3936.0,Store
O00849,C0934,2025-08-26,953.0,Store
O00850,C0414,2025-06-09,,Online
O00851,C0740,2024-11-20,1404.0,Store
O00852,C0319,2025-07-22,4421.0,Online
O00853,C0012,2025-04-11,1550.0,Store
O00854,C0191,2025-09-24,2080.0,Online
,C0764,2025-07-28,1883.0,Online
O00856,C0960,2025-05-28,4974.0,
O00857,C0811,2025-09-22,,Online
O00858,C0343,,,Store
O00859,C0266,2025-04-18,1825.0,Store
O00860,C0684,2025-01-19,3787.0,Store
O00861,C0852,2025-05-30,4595.0,Online
O00862,C0812,2025-07-18,339.0,Store
O00863,C0592,2025-05-01,378.0,
O00864,C0843,2025-10-03,3132.0,Store
O00865,C0254,2025-03-23,1359.0,Store
,C0286,2025-05-24,,Store
O00867,,2025-05-29,1350.0,Store
O00868,C0694,2025-08-06,2324.0,Store
O00869,C0636,2025-05-16,4867.0,Online
O00870,C0391,2025-04-04,2206.0,Online
O00871,C0577,2025-07-04,1376.0,Store
O00872,C0503,2025-11-07,,Store
O00873,C0891,2025-08-13,2490.0,Online
O00874,C0867,2025-08-21,4422.0,Online
O00875,,2025-09-19,2897.0,Store
O00876,C0087,2025-03-12,1707.0,Store
O00877,C0160,2025-05-30,,Online
O00878,C0722,2025-10-05,461.0,Online
O00879,C0588,2025-01-22,3937.0,Store
O00880,C0958,2025-04-19,3333.0,Store
O00881,C0805,,312.0,Online
O00882,C0089,2025-01-14,3194.0,Online
O00883,C0017,2025-07-07,1239.0,Online
O00884,C0859,2025-02-19,2138.0,Online
O00885,C0566,,2405.0,
O00886,C0429,2025-07-31,1547.0,Store
O00887,C0434,2025-11-16,4488.0,Store
O00888,C0659,2025-02-24,3879.0,Store
O00889,C0009,2025-01-14,672.0,Store
O00890,C0146,,4384.0,Online
O00891,C0686,2025-03-29,910.0,Store
O00892,C0958,,694.0,Online
O00893,C0677,2025-09-17,2550.0,Online
O00894,C0761,2025-09-30,216.0,Store
O00895,C0786,2025-05-01,4903.0,Online
O00896,C0901,2025-09-15,4305.0,
O00897,C0170,2025-04-21,1211.0,Store
O00898,C0571,2025-04-01,4405.0,Store
,C0878,2025-07-29,815.0,Store
O00900,C0619,2025-08-11,,Store
O00901,,2025-02-21,3916.0,Store
O00902,C0622,2025-08-29,3647.0,Online
O00903,C0235,2025-09-27,4032.0,Store
O00904,C0339,2024-12-20,2904.0,Store
O00905,C0556,2025-05-02,3445.0,Store
,C0371,,4229.0,
O00907,C0767,2024-11-23,4262.0,Store
O00908,C0318,2025-05-31,4000.0,Store
O00909,C0252,2024-12-17,4111.0,Store
O00910,C0220,2025-10-12,3924.0,Store
O00911,C0368,2024-11-20,3742.0,Online
O00912,C0552,2025-06-09,4658.0,Online
O00913,C0895,2024-11-25,,Store
O00914,C0557,2025-07-28,2491.0,Store
O00915,C0023,2025-03-06,2152.0,Online
O00916,C0399,2025-07-03,3209.0,Store
O00917,C0488,2024-11-21,443.0,Store
O00918,C0016,2025-05-29,441.0,Online
O00919,C0001,2024-12-04,3025.0,Online
O00920,,2025-06-09,1380.0,Online
,C0319,2024-12-03,2913.0,Store
O00922,C0847,2025-01-28,974.0,Store
O00923,C0273,2025-01-01,4901.0,
O00924,C0289,2025-02-26,2646.0,Store
O00925,C0505,2025-04-27,3569.0,
O00926,C0051,2025-05-21,2335.0,Store
O00927,C0427,2025-11-05,1178.0,Store
O00928,C0138,2025-08-22,3771.0,Online
O00929,C0617,2025-05-04,930.0,Online
O00930,C0815,2025-05-15,1346.0,Store
O00931,C0123,2024-12-07,2743.0,
O00932,C0245,2025-06-28,1114.0,Store
O00933,C0821,2025-08-02,1053.0,Store
O00934,C0929,2025-08-19,4210.0,Store
O00935,C0450,2025-10-24,3787.0,
O00936,C0858,2025-02-28,2667.0,Online
O00937,C0335,,1833.0,Store
O00938,C0156,2025-03-15,496.0,
O00939,C0932,2025-07-17,4332.0,Online
O00940,C0816,2025-08-01,3713.0,Online
O00941,C0748,2025-07-30,3025.0,Online
O00942,C0587,2024-12-25,1769.0,Store
O00943,C0744,,2467.0,Online
O00944,C0424,2025-03-25,1438.0,Store
O00945,C0111,2024-11-30,1072.0,
O00946,C0258,,,Online
O00947,C0959,2025-07-26,2559.0,Store
O00948,,2025-08-12,2034.0,Online
O00949,C0207,2025-06-21,530.0,
O00950,C0872,2025-06-08,1393.0,Online
O00951,C0933,2025-10-09,4626.0,Online
O00952,C0603,2025-04-14,1307.0,Store
O00953,C0876,2025-01-06,3261.0,Online
O00954,C0497,2025-11-17,2210.0,Online
O00955,C0136,2025-09-03,4861.0,Store
O00956,C0683,2025-08-30,3213.0,Store
O00957,C0670,2025-11-16,,Store
O00958,C0059,2025-03-30,4818.0,
O00959,C0797,2025-06-07,4878.0,
O00960,C0691,2025-01-07,4875.0,Store
O00961,C0963,2025-03-26,2379.0,Online
O00962,C0218,2025-05-25,1668.0,Online
O00963,C0670,2024-11-29,3334.0,Store
O00964,C0889,2024-11-18,4605.0,Online
O00965,C0329,2025-06-27,3469.0,Online
O00966,C0816,2025-07-02,3119.0,Store
O00967,C0328,2025-10-09,1109.0,Online
O00968,,2025-10-02,2251.0,Store
O00969,C0570,2025-08-28,942.0,
O00970,C0238,2025-02-18,1561.0,Online
O00971,C0171,2025-10-23,3190.0,Store
O00972,C0538,2025-07-27,1997.0,Store
O00973,C0874,2025-05-05,4208.0,Online
O00974,C0365,2025-09-23,812.0,Online
O00975,C0628,,1777.0,Online
O00976,C0923,2025-04-30,4463.0,Online
O00977,C0750,,1576.0,Online
O00978,C0035,2025-11-15,2834.0,
O00979,C0702,2025-09-07,3263.0,Online
,C0024,,1109.0,Store
O00981,C0725,2025-10-07,3043.0,Store
O00982,C0917,2025-01-12,2934.0,Store
O00983,,2025-09-08,3952.0,Online
O00984,C0506,2025-11-12,814.0,Online
O00985,C0228,2025-03-01,937.0,Store
O00986,C0443,2025-07-05,2040.0,Online
O00987,C0325,2025-02-27,1559.0,Store
O00988,C0885,2025-06-16,4340.0,Online
O00989,C0899,2025-01-04,4919.0,Store
O00990,,2025-11-11,3277.0,Store
O00991,C0433,2025-03-13,993.0,Store
O00992,C0582,2025-03-26,1835.0,Store
O00993,C0352,2025-04-27,2025.0,Store
O00994,C0153,,1718.0,Store
O00995,C0984,2025-06-20,1029.0,Online
O00996,C0115,2025-11-08,2270.0,Store
O00997,,2025-04-04,2684.0,Online
O00998,C0483,2025-06-25,3061.0,Store
O00999,C0155,2025-02-23,1759.0,Store
O01000,C0238,2025-11-02,3813.0,Online
O01001,,2024-11-27,1131.0,Online
O01002,C0381,2024-11-27,4924.0,Online
O01003,C0809,2024-12-30,778.0,Online
O01004,C0397,2025-07-10,212.0,Store
O01005,C0296,,2030.0,Store
O01006,C0142,2025-10-30,3343.0,Online
O01007,C0797,2024-12-31,427.0,Store
O01008,C0913,2025-10-22,1166.0,Store
,C0575,2025-10-01,1220.0,Online
O01010,C0008,2024-12-01,968.0,Store
O01011,C0432,2025-08-01,2080.0,Store
O01012,C0359,,117.0,Store
O01013,C0375,2025-02-12,530.0,Store
O01014,C0144,2024-12-29,1552.0,Online
O01015,C0338,2025-05-18,590.0,Online
O01016,C0603,2025-04-07,2371.0,Online
,C0962,2025-07-09,3464.0,Online
O01018,C0601,2025-04-04,358.0,Online
O01019,C0016,,1108.0,Store
O01020,C0508,2024-11-17,3630.0,Online
O01021,C0004,2025-11-02,4675.0,Online
O01022,C0907,2025-10-04,4192.0,Store
O01023,C0081,2024-11-28,261.0,Store
O01024,C0680,2025-05-19,1087.0,Store
O01025,C0449,2025-08-14,268.0,Store
O01026,C0369,2024-12-09,650.0,Store
O01027,C0668,2025-08-23,,Store
O01028,C0660,2025-02-26,2984.0,Store
O01029,,2024-12-25,4817.0,Store
O01030,C0762,2025-11-06,4068.0,Store
O01031,C0089,2025-03-02,1072.0,Online
O01032,C0586,2025-04-06,4319.0,Store
O01033,C0823,2025-04-03,1278.0,Store
O01034,C0553,2025-01-22,4576.0,Online
O01035,C0859,2025-02-18,1708.0,Online
O01036,C0154,2025-05-18,1058.0,Online
O01037,C0234,2025-06-09,190.0,Online
,C0595,,,Store
O01039,C0571,2025-03-14,1494.0,Online
O01040,C0132,2024-12-16,4160.0,Online
O01041,C0842,2025-05-19,4246.0,Store
O01042,C0801,,4019.0,Store
O01043,C0141,2025-10-08,4828.0,Online
O01044,C0679,2025-04-24,2369.0,Online
O01045,C0660,2025-08-18,3922.0,Store
O01046,C0911,2025-02-15,3669.0,Online
O01047,C0900,2025-01-14,3818.0,Store
O01048,C0921,2024-11-17,4583.0,Store
,C0153,2025-06-23,3792.0,Online
O01050,C0258,2025-05-31,860.0,
O01051,C0584,2025-07-21,1927.0,Online
O01052,C0620,2025-01-19,1482.0,Store
O01053,C0432,2025-10-20,905.0,Online
O01054,C0337,2025-04-06,509.0,Online
O01055,,2025-09-11,457.0,Online
O01056,C0255,2025-07-12,4041.0,Online
O01057,C0034,2025-04-13,3243.0,Store
,C0592,2025-04-19,4670.0,Store
O01059,C0815,2025-01-19,1635.0,Online
O01060,,2024-12-26,1887.0,Online
,C0360,2025-10-12,3518.0,Online
O01062,,2024-11-18,4281.0,Store
O01063,C0726,2025-01-02,150.0,Online
O01064,C0066,2025-03-29,306.0,Store
O01065,C0308,2025-01-19,2053.0,Store
O01066,C0484,2025-10-09,3978.0,Online
O01067,C0225,2025-05-21,2198.0,Store
O01068,C0643,2025-07-24,3104.0,Online
O01069,C0882,2025-10-16,2122.0,Online
O01070,C0222,2025-02-24,3340.0,Online
O01071,C0125,2025-01-21,2577.0,Store
O01072,C0075,2025-01-07,615.0,Store
O01073,C0493,2025-08-08,278.0,Store
O01074,,2025-07-19,3719.0,Store
O01075,C0692,,3362.0,Online
O01076,C0071,2025-03-07,976.0,Store
O01077,C0568,2025-09-21,4616.0,Online
O01078,C0825,2025-10-22,2066.0,Store
O01079,C0271,2025-03-29,1809.0,Store
O01080,C0745,2025-07-14,259.0,Store
O01081,C0612,2025-01-17,2034.0,Online
O01082,C0974,2025-07-11,1715.0,Online
O01083,C0131,2025-08-12,2498.0,Store
O01084,,2025-04-08,3094.0,Store
O01085,C0396,2024-12-11,3504.0,Online
O01086,C0884,2025-01-24,1562.0,Online
O01087,C0959,2025-03-09,3510.0,Store
O01088,,2025-07-01,146.0,Online
O01089,C0255,2025-10-27,364.0,Online
O01090,C0528,2025-01-19,1728.0,Store
O01091,C0829,2025-05-02,693.0,Store
O01092,C0510,2025-10-14,3575.0,Store
O01093,C0513,2025-03-29,3675.0,Store
O01094,C0658,2025-06-08,764.0,Online
O01095,C0695,2025-07-09,208.0,Online
O01096,C0821,2025-03-22,2409.0,
,C0216,2025-02-05,1946.0,Online
,C0913,2025-04-12,3950.0,Store
O01099,C0672,2025-08-19,1940.0,Online
O01100,C0738,2025-07-08,,Store
O01101,,2025-07-16,4390.0,Store
O01102,C0964,2024-12-22,2975.0,Online
O01103,C0899,,4963.0,Online
O01104,C0507,2025-09-07,2331.0,Online
O01105,C0163,2025-03-09,4168.0,Online
O01106,C0970,2025-10-05,3456.0,Store
O01107,C0865,,3105.0,Online
O01108,C0921,2025-08-10,3737.0,Online
O01109,C0980,2025-08-27,3993.0,Store
O01110,C0676,2025-11-12,2719.0,Online
O01111,C0384,2025-03-13,916.0,Online
O01112,C0569,2024-12-20,1736.0,Store
,C0423,2025-03-12,1167.0,Online
O01114,C0681,,,Store
O01115,C0081,,4250.0,
O01116,C0525,2025-07-25,3820.0,Store
,C0619,2025-11-16,1805.0,Store
O01118,C0451,2025-02-18,3466.0,Online
O01119,C0526,2025-07-01,390.0,Store
O01120,,2025-02-17,2367.0,Store
O01121,C0804,2025-02-20,1095.0,Store
O01122,C0759,2024-12-13,1245.0,Online
O01123,C0639,2025-08-07,641.0,Online
O01124,,2025-08-16,2706.0,Store
O01125,C0820,2025-09-08,3753.0,Online
O01126,C0995,2025-02-12,2880.0,Online
O01127,C0846,2025-09-07,1430.0,Store
O01128,C0367,2024-12-03,3732.0,
O01129,C0989,2024-12-10,1315.0,Online
O01130,C0629,2025-09-03,2747.0,Store
O01131,C0160,2025-08-01,2047.0,
O01132,C0137,2025-07-06,3034.0,Online
O01133,C0456,2024-12-20,2762.0,Online
O01134,C0940,2025-10-04,1508.0,Online
O01135,C0023,2024-12-25,2207.0,Online
O01136,C0610,2025-08-30,485.0,Store
O01137,C0680,2025-11-09,,Store
O01138,C0220,2025-05-02,1897.0,Store
O01139,C0176,2025-02-14,1771.0,Online
O01140,C0046,2025-08-23,2951.0,
O01141,C0746,2025-03-08,3011.0,Store
,C0408,2025-06-04,4712.0,Store
O01143,C0528,2024-12-26,1512.0,Online
O01144,C0634,2025-08-25,4605.0,Store
O01145,C0602,2025-09-25,2490.0,Online
O01146,C0162,2024-12-26,584.0,Store
O01147,C0306,,182.0,Store
O01148,C0276,2025-05-02,1384.0,Store
O01149,C0039,2025-01-21,2038.0,Online
O01150,C0936,2025-11-14,2377.0,Online
O01151,C0031,2025-08-19,2083.0,Online
O01152,C0054,2025-01-21,843.0,Store
O01153,C0239,2025-11-05,2647.0,Online
O01154,C0156,2025-09-07,4747.0,Online
O01155,C0532,2025-04-21,2165.0,Online
,C0438,2025-06-27,1481.0,Online
O01157,,2025-01-28,3299.0,Store
O01158,C0874,2025-08-12,1542.0,Store
O01159,C0167,2025-06-05,846.0,Store
O01160,C0314,2025-10-25,3094.0,Online
O01161,C0952,2025-08-28,4175.0,
,C0697,2025-08-04,3234.0,Online
O01163,C0122,2024-12-22,4306.0,Store
O01164,C0212,2025-11-17,605.0,Store
O01165,C0575,2025-04-24,4772.0,Online
O01166,C0601,2025-04-05,4058.0,Store
O01167,C0182,2024-12-24,250.0,Online
O01168,C0810,2025-10-15,3179.0,Online
O01169,C0477,2025-08-15,417.0,Store
O01170,C0472,2025-06-30,4955.0,
O01171,C0454,2025-11-10,3006.0,Online
O01172,C0553,2025-03-16,2113.0,Store
O01173,C0905,2025-02-28,2559.0,Online
O01174,C0209,2024-12-05,1859.0,Store
O01175,,2025-07-29,746.0,Online
O01176,C0429,2025-11-12,3538.0,Online
O01177,C0523,2025-08-30,1846.0,
O01178,C0512,2025-02-10,1087.0,Online
O01179,C0596,2025-09-10,3348.0,Online
O01180,,2025-06-09,838.0,Online
O01181,C0198,2024-12-16,2977.0,Store
O01182,C0893,2024-11-22,4365.0,Online
O01183,C0989,2025-03-20,2822.0,Store
O01184,,2025-11-02,2205.0,Store
O01185,C0176,2024-11-25,291.0,Store
O01186,C0181,2025-08-12,1603.0,Store
O01187,C0028,2025-08-04,353.0,Online
O01188,C0382,2025-02-22,1012.0,Online
O01189,C0809,2025-07-13,1411.0,Store
O01190,C0627,2025-05-09,3814.0,Store
,C0986,2025-06-24,1084.0,Store
O01192,C0495,2025-07-10,4579.0,Online
O01193,C0671,2025-10-30,4235.0,Store
O01194,C0116,2025-01-11,244.0,Online
O01195,C0346,2025-05-15,3976.0,Store
O01196,C0846,2024-12-13,3005.0,Store
O01197,C0263,2025-02-06,2763.0,Store
O01198,C0194,2025-08-22,4448.0,Store
O01199,C0605,2025-04-01,4057.0,Store
O01200,C0614,2025-06-15,2296.0,Online
O01201,C0417,2025-06-13,3857.0,Online
,C0487,2025-03-12,526.0,Online
O01203,C0362,2025-04-20,4708.0,Store
O01204,C0090,2025-05-21,2081.0,Online
O01205,C0213,2025-10-21,103.0,Store
O01206,C0092,2024-11-21,1810.0,Store
O01207,C0539,2025-04-05,1373.0,Online
O01208,C0166,2025-03-31,138.0,Online
O01209,C0327,2025-03-13,4695.0,Online
O01210,C0119,2025-09-19,,Online
O01211,C0595,2024-12-25,4267.0,Online
O01212,C0745,2025-09-09,3032.0,Online
O01213,C0417,2025-08-30,2098.0,Online
O01214,C0145,2025-06-16,3149.0,Online
O01215,C0239,,1906.0,Store
O01216,C0265,2025-03-08,4053.0,Store
O01217,C0222,2025-06-15,4923.0,Online
O01218,C0542,2025-10-22,3599.0,Online
O01219,C0876,2025-08-24,3920.0,Store
O01220,C0358,2024-12-21,2607.0,Store
O01221,C0976,2025-01-24,1684.0,Online
O01222,,2025-02-27,1636.0,Store
O01223,C0171,2025-08-05,4061.0,Online
O01224,C0989,,3761.0,Store
O01225,C0508,,3674.0,Online
O01226,,2025-05-07,2976.0,Online
O01227,C0663,2025-05-22,941.0,Online
O01228,C0171,2025-06-21,1264.0,Store
O01229,C0888,2025-10-19,1528.0,Online
O01230,C0011,2024-12-24,2446.0,Online
O01231,C0777,2025-04-11,573.0,Store
O01232,C0041,2025-06-04,1256.0,Online
O01233,C0257,2025-11-04,2540.0,Store
O01234,C0429,2025-02-20,1921.0,Online
O01235,C0194,2025-10-31,550.0,Store
O01236,C0590,2025-08-15,3268.0,Online
O01237,C0398,2025-10-12,2956.0,Online
O01238,C0573,2025-02-09,4735.0,Online
O01239,C0202,2025-06-17,3830.0,
O01240,C0930,2025-11-17,3971.0,Online
O01241,,2025-07-03,2386.0,Store
O01242,C0294,2025-09-22,3807.0,Online
O01243,C0742,2024-11-28,4912.0,Online
O01244,C0452,2025-07-16,288.0,Online
O01245,C0266,2025-03-08,2826.0,Store
O01246,C0893,2024-12-02,2986.0,Store
O01247,C0798,2024-12-06,1694.0,Store
O01248,C0453,2025-09-02,423.0,Online
O01249,C0122,2025-11-10,3381.0,Store
O01250,C0815,2025-04-19,3979.0,Online
O01251,C0206,2025-09-23,3130.0,Online
O01252,C0618,2025-03-02,3468.0,Online
O01253,C0340,2025-08-26,1157.0,Online
O01254,C0096,2025-04-04,2099.0,
O01255,C0640,2025-10-06,1022.0,Online
O01256,C0258,2024-12-13,3509.0,Store
O01257,C0566,2025-10-19,2980.0,Online
O01258,C0466,2025-03-09,4659.0,Store
O01259,C0995,2025-09-07,1690.0,
O01260,C0078,2024-11-24,519.0,
,,2025-03-23,2252.0,Store
O01262,C0151,2025-07-23,2250.0,Online
O01263,C0084,2025-08-19,,
O01264,C0012,2025-02-07,3296.0,Store
O01265,C0361,2025-05-21,1547.0,Store
O01266,C0596,2025-01-02,1023.0,Online
O01267,C0063,2025-03-20,898.0,Store
,,2025-09-05,239.0,Online
O01269,,2025-11-05,257.0,Store
O01270,C0716,2025-04-22,4295.0,Store
O01271,C0543,2024-11-24,2671.0,Store
O01272,C0603,2025-06-15,2393.0,Store
O01273,,,3984.0,Store
O01274,C0760,2025-07-27,4415.0,Store
O01275,C0929,,4390.0,Store
O01276,C0360,2025-02-27,4622.0,Online
O01277,C0308,2025-04-23,2723.0,Online
O01278,C0736,2025-09-20,1559.0,Store
O01279,C0930,2025-03-15,,Store
O01280,C0749,2025-02-09,3402.0,
O01281,C0318,2025-05-17,,Online
O01282,C0710,2025-08-12,4626.0,Online
O01283,C0906,,2190.0,Online
O01284,C0549,2025-07-10,,Online
