ticket_id,customer_id,category,status,created_date
T00659,C0565,Product,Open,2025-11-17
T00660,C0348,Delivery,Open,2025-11-17
T00661,C0410,Payment,Open,2025-11-17
T00662,C0948,Account,Closed,2025-11-17
T00663,C0002,Payment,Open,2025-11-17
T00664,C0138,Delivery,Pending,2025-11-17
T00665,C0325,Account,Closed,2025-11-17
T00666,,Delivery,Closed,2025-11-17
T00667,C0176,Account,Pending,2025-11-17
T00668,C0239,Payment,Pending,
T00669,C0030,Product,Open,2025-11-17
T00670,C0160,,Open,2025-11-17
T00671,C0333,Payment,Open,2025-11-17
T00672,C0051,Account,Closed,2025-11-17
T00673,C0172,Delivery,Open,2025-11-17
,,Delivery,Pending,2025-11-17
T00675,C0901,Delivery,Closed,2025-11-17
T00676,C0159,Product,Open,2025-11-17
,C0956,Product,Pending,2025-11-17
T00678,C0634,Payment,Closed,2025-11-17
,C0360,Product,Pending,2025-11-17
T00680,C0146,Delivery,Open,2025-11-17
T00681,C0478,Account,Closed,2025-11-17
T00682,C0857,Delivery,Pending,2025-11-17
T00683,C0815,Payment,Closed,2025-11-17
T00684,C0953,Product,Closed,2025-11-17
T00685,C0534,Delivery,Closed,2025-11-17
T00686,C0267,Delivery,Pending,2025-11-17
T00687,C0818,Payment,Pending,2025-11-17
T00688,C0118,Account,Pending,2025-11-17
T00689,C0588,Account,Closed,2025-11-17
T00690,C0533,Account,Pending,2025-11-17
T00691,C0925,Product,Closed,2025-11-17
T00692,C0703,Product,,2025-11-17
T00693,C0148,Delivery,Open,2025-11-17
T00694,C0410,Delivery,Closed,2025-11-17
T00695,C0134,Payment,Closed,2025-11-17
T00696,C0128,Delivery,Closed,2025-11-17
T00697,,,Closed,2025-11-17
T00698,C0661,Delivery,Open,2025-11-17
T00699,,Delivery,Open,2025-11-17
T00700,C0871,Payment,Closed,2025-11-17
,C0973,Product,Open,
,C0932,Product,Closed,2025-11-17
T00703,C0331,Payment,Open,2025-11-17
T00704,C0978,Account,Pending,2025-11-17
,C0486,Payment,Open,2025-11-17
T00706,C0706,Account,Closed,2025-11-17
T00707,C0942,Account,Pending,2025-11-17
T00708,C0478,Payment,Pending,2025-11-17
T00709,C0275,Account,Pending,2025-11-17
T00710,C0595,Delivery,Closed,2025-11-17
T00711,C0911,Delivery,Open,2025-11-17
T00712,C0118,Payment,Pending,2025-11-17
T00713,,Account,Pending,2025-11-17
T00714,C0719,Account,Pending,2025-11-17
T00715,C0356,Account,Pending,2025-11-17
T00716,C0160,Payment,Open,2025-11-17
T00717,C0668,Product,,2025-11-17
T00718,,Account,Pending,2025-11-17
T00719,,Delivery,Pending,2025-11-17
,C0801,Account,Closed,2025-11-17
T00721,C0549,Account,Open,2025-11-17
T00722,C0999,Payment,,2025-11-17
,C0892,Product,Closed,2025-11-17
T00724,C0025,Delivery,Open,2025-11-17
T00725,C0887,Product,Pending,2025-11-17
T00726,C0593,Delivery,Closed,2025-11-17
T00727,C0340,Delivery,Open,2025-11-17
T00728,C0259,Account,Closed,2025-11-17
T00729,C0765,Delivery,Pending,2025-11-17
T00730,C0550,Payment,Closed,2025-11-17
T00731,C0239,Product,Pending,2025-11-17
T00732,C0572,Product,Closed,2025-11-17
,C0261,,Pending,2025-11-17
T00734,C0083,Product,Pending,2025-11-17
T00735,C0553,Payment,Closed,2025-11-17
T00736,C0439,Account,Open,2025-11-17
T00737,C0600,Account,Closed,2025-11-17
T00738,,Product,Pending,2025-11-17
T00739,C0785,Payment,Closed,2025-11-17
T00740,C0947,Payment,Pending,
T00741,C0682,Product,Open,2025-11-17
,C0508,Product,Pending,2025-11-17
T00743,C0724,Account,Closed,2025-11-17
T00744,C0454,Delivery,Pending,2025-11-17
T00745,C0139,Payment,Closed,2025-11-17
T00746,C0157,Delivery,Pending,2025-11-17
T00747,,Payment,Closed,2025-11-17
,C0559,Account,Pending,2025-11-17
,C0462,Account,Open,2025-11-17
,,Payment,Pending,2025-11-17
T00751,C0195,Delivery,Open,2025-11-17
T00752,C0711,Product,Open,2025-11-17
T00753,C0864,Account,Pending,2025-11-17
T00754,C0536,Payment,Open,2025-11-17
T00755,C0131,Payment,Closed,2025-11-17
T00756,C0736,,Open,
T00757,C0625,Product,Closed,2025-11-17
T00758,,Product,Pending,2025-11-17
T00759,C0017,Product,Closed,2025-11-17
T00760,C0514,Delivery,Closed,2025-11-17
T00761,C0435,Delivery,Pending,2025-11-17
T00762,C0948,Delivery,Pending,
T00763,C0882,Account,Closed,2025-11-17
T00764,C0740,Delivery,Pending,2025-11-17
T00765,C0063,Payment,Closed,2025-11-17
T00766,C0139,Product,Open,2025-11-17
T00767,C0952,Account,Pending,2025-11-17
T00768,,Account,Open,2025-11-17
T00769,,Delivery,Closed,2025-11-17
T00770,C0762,Delivery,Closed,2025-11-17
,C0422,Product,Pending,2025-11-17
T00772,C0925,Payment,Open,
T00773,C0153,Product,Open,2025-11-17
T00774,C0667,Payment,Open,2025-11-17
T00775,C0264,Delivery,Pending,2025-11-17
T00776,C0379,,Pending,2025-11-17
T00777,C0203,Account,Pending,2025-11-17
T00778,C0670,Delivery,Open,2025-11-17
T00779,C0743,Payment,Open,2025-11-17
T00780,C0831,Product,Pending,2025-11-17
T00781,C0940,Delivery,Pending,2025-11-17
T00782,C0577,Delivery,Open,2025-11-17
T00783,C0442,Account,Closed,2025-11-17
T00784,C0296,Delivery,Pending,2025-11-17
,C0059,Payment,Open,2025-11-17
T00786,C0856,Payment,Closed,2025-11-17
T00787,C0979,,Pending,2025-11-17
T00788,C0413,Payment,Open,2025-11-17
T00789,C0860,Payment,Pending,2025-11-17
T00790,C0763,Delivery,,2025-11-17
T00791,C0938,Account,Pending,2025-11-17
T00792,,Account,Open,2025-11-17
T00793,C0633,Delivery,Closed,2025-11-17
T00794,C0752,Payment,Pending,2025-11-17
T00795,C0420,Account,Closed,2025-11-17
T00796,C0635,Delivery,Closed,2025-11-17
T00797,C0682,Delivery,Pending,2025-11-17
T00798,C0124,Account,Closed,2025-11-17
T00799,C0201,Delivery,Pending,2025-11-17
T00800,C0325,Product,,2025-11-17
,C0528,Account,Closed,2025-11-17
T00802,C0628,Payment,Pending,2025-11-17
T00803,C0240,Payment,Open,2025-11-17
T00804,C0496,,Pending,2025-11-17
T00805,C0561,Account,Closed,2025-11-17
,,Product,Pending,2025-11-17
T00807,C0360,Payment,Closed,2025-11-17
T00808,C0795,Product,Closed,2025-11-17
T00809,C0979,Account,Open,2025-11-17
T00810,C0950,Product,Open,2025-11-17
T00811,C0124,Product,Open,2025-11-17
T00812,C0350,Product,,2025-11-17
,C0878,Payment,Open,2025-11-17
T00814,C0549,Account,Open,2025-11-17
T00815,C0451,Product,Closed,2025-11-17
T00816,C0282,Account,Open,2025-11-17
T00817,C0691,Account,Closed,2025-11-17
T00818,C0435,Payment,Pending,2025-11-17
T00819,,Delivery,Closed,2025-11-17
T00820,C0420,Payment,Pending,2025-11-17
T00821,C0508,Delivery,Pending,2025-11-17
T00822,C0129,,,2025-11-17
T00823,C0456,Delivery,Closed,
T00824,C0107,Delivery,Open,2025-11-17
T00825,C0135,Payment,Pending,2025-11-17
T00826,C0926,Product,Closed,2025-11-17
T00827,,Account,Open,2025-11-17
T00828,C0988,Product,Closed,
T00829,C0578,Product,Closed,2025-11-17
T00830,C0023,Product,Open,
T00831,C0639,Delivery,Closed,2025-11-17
T00832,C0956,,Pending,2025-11-17
T00833,C0322,Account,Open,2025-11-17
T00834,,Delivery,Pending,2025-11-17
T00835,,Product,Closed,2025-11-17
T00836,C0263,Account,Closed,2025-11-17
T00837,C0222,Account,Pending,2025-11-17
,C0330,Payment,Open,2025-11-17
T00839,C0484,Account,Open,2025-11-17
T00840,C0245,Delivery,Closed,2025-11-17
,C0956,Delivery,,2025-11-17
T00842,C0308,Product,Closed,2025-11-17
T00843,C0501,Delivery,Open,2025-11-17
T00844,C0857,Payment,Closed,2025-11-17
T00845,C0291,Delivery,Closed,2025-11-17
T00846,,Account,Open,2025-11-17
T00847,C0604,,Open,2025-11-17
T00848,C0138,Payment,Open,2025-11-17
T00849,C0597,Account,Closed,2025-11-17
T00850,C0624,Product,,2025-11-17
T00851,C0790,Delivery,Pending,2025-11-17
T00852,C0246,Delivery,Open,2025-11-17
,C0297,Product,,
T00854,C0930,Delivery,Pending,
T00855,C0276,Product,Closed,2025-11-17
T00856,C0966,Payment,Open,2025-11-17
T00857,C0074,Product,Closed,2025-11-17
T00858,C0131,Delivery,Pending,2025-11-17
T00859,C0732,Account,Pending,2025-11-17
T00860,C0273,Delivery,Open,2025-11-17
T00861,C0881,Product,Closed,2025-11-17
T00862,C0903,Account,Pending,2025-11-17
T00863,C0975,Account,Open,2025-11-17
T00864,C0479,Product,Open,2025-11-17
T00865,C0585,Payment,Pending,2025-11-17
,C0418,Account,Closed,2025-11-17
T00867,C0240,Account,Open,2025-11-17
T00868,C0166,Delivery,Pending,2025-11-17
T00869,C0092,Delivery,Open,2025-11-17
T00870,C0326,Payment,Pending,2025-11-17
T00871,C0211,Payment,Pending,2025-11-17
T00872,C0757,Account,Pending,
T00873,C0138,Payment,Open,2025-11-17
T00874,C0523,Account,Open,2025-11-17
T00875,C0243,Payment,Pending,2025-11-17
T00876,C0327,Account,Open,
T00877,C0647,Delivery,,2025-11-17
,C0307,Account,Pending,2025-11-17
T00879,C0270,Product,Open,2025-11-17
T00880,C0505,Product,Pending,2025-11-17
T00881,C0238,Account,Closed,2025-11-17
T00882,C0864,,Closed,2025-11-17
T00883,C0433,Payment,Open,
T00884,C0863,Account,Open,2025-11-17
T00885,C0273,Payment,Pending,2025-11-17
T00886,C0418,Product,Closed,2025-11-17
T00887,,Product,Pending,2025-11-17
T00888,C0097,Account,Pending,2025-11-17
T00889,C0882,Account,Open,
T00890,C0022,Account,Closed,2025-11-17
T00891,C0345,Product,Open,2025-11-17
T00892,C0363,Delivery,Closed,2025-11-17
,C0077,Product,Pending,2025-11-17
T00894,C0496,Delivery,Pending,
T00895,C0959,Delivery,Closed,2025-11-17
T00896,C0082,Product,Closed,
T00897,C0890,,Pending,2025-11-17
T00898,C0947,Product,Pending,2025-11-17
T00899,C0799,Payment,Open,2025-11-17
T00900,C0423,Delivery,Open,2025-11-17
T00901,C0548,Account,Open,2025-11-17
T00902,C0090,Payment,,2025-11-17
T00903,C0223,Payment,Closed,2025-11-17
T00904,C0217,Account,Closed,2025-11-17
T00905,C0235,Account,Closed,2025-11-17
T00906,C0546,Delivery,Open,2025-11-17
T00907,,,Pending,2025-11-17
T00908,C0355,Account,Open,2025-11-17
T00909,C0387,Payment,Open,2025-11-17
T00910,C0274,Product,Closed,2025-11-17
T00911,C0859,Payment,Pending,2025-11-17
T00912,C0233,Payment,Closed,2025-11-17
T00913,C0204,Account,Closed,2025-11-17
T00914,C0831,Delivery,Closed,2025-11-17
T00915,C0034,Payment,Closed,
T00916,C0280,Account,Pending,2025-11-17
T00917,C0398,Account,Closed,2025-11-17
T00918,C0211,Delivery,Closed,2025-11-17
T00919,C0149,Product,Closed,2025-11-17
T00920,C0664,Product,Closed,2025-11-17
,C0853,Product,Open,2025-11-17
T00922,C0190,Account,Closed,2025-11-17
T00923,C0254,Account,Pending,2025-11-17
T00924,C0647,Account,Pending,2025-11-17
T00925,C0860,,Pending,2025-11-17
T00926,C0951,Delivery,Pending,2025-11-17
T00927,,Delivery,Open,2025-11-17
T00928,C0984,Delivery,Pending,2025-11-17
,C0692,Payment,Closed,
T00930,C0625,,Pending,2025-11-17
T00931,C0997,Delivery,Pending,2025-11-17
T00932,C0849,Product,Open,2025-11-17
T00933,C0967,Payment,,2025-11-17
T00934,C0597,Product,Pending,
T00935,C0884,Delivery,Pending,2025-11-17
T00936,C0067,,Closed,2025-11-17
T00937,C0696,Payment,Closed,
T00938,C0841,Account,,2025-11-17
T00939,C0416,Payment,Closed,2025-11-17
T00940,C0756,Delivery,Open,2025-11-17
T00941,C0571,Product,,
T00942,,Product,Closed,2025-11-17
T00943,C0854,Account,Pending,2025-11-17
T00944,C0600,Payment,Open,2025-11-17
,,Account,Open,2025-11-17
T00946,C0465,Account,Closed,2025-11-17
T00947,C0562,,Closed,2025-11-17
T00948,C0156,Delivery,Closed,2025-11-17
T00949,C0262,Account,Pending,2025-11-17
T00950,C0484,Product,Pending,2025-11-17
T00951,C0280,,Closed,2025-11-17
T00952,C0250,,Open,2025-11-17
T00953,C0539,Account,Closed,2025-11-17
T00954,C0259,Payment,Pending,2025-11-17
T00955,C0368,Payment,Closed,2025-11-17
T00956,C0811,Product,,2025-11-17
T00957,C0209,Account,Pending,2025-11-17
T00958,C0852,Product,Pending,2025-11-17
T00959,C0434,Product,Open,2025-11-17
T00960,C0962,Payment,Open,2025-11-17
T00961,C0116,Account,Pending,2025-11-17
T00962,C0156,Delivery,Pending,2025-11-17
T00963,C0841,Product,Pending,2025-11-17
T00964,C0806,Delivery,,2025-11-17
T00965,C0444,Delivery,Open,2025-11-17
T00966,C0881,Delivery,Open,2025-11-17
T00967,C0021,Product,Pending,2025-11-17
T00968,C0048,Delivery,Closed,2025-11-17
T00969,,Product,Open,2025-11-17
T00970,C0336,Account,Closed,2025-11-17
T00971,,Account,Closed,2025-11-17
T00972,C0955,Delivery,Open,2025-11-17
T00973,C0748,Payment,Open,2025-11-17
T00974,C0353,Product,Open,2025-11-17
T00975,C0053,,Pending,2025-11-17
T00976,C0736,Product,Open,2025-11-17
T00977,C0191,Account,Open,2025-11-17
T00978,C0331,Delivery,Open,2025-11-17
T00979,C0250,Delivery,Pending,2025-11-17
,C0798,Product,Pending,2025-11-17
T00981,C0973,Account,Closed,2025-11-17
T00982,C0087,Account,Closed,2025-11-17
,C0741,Delivery,Closed,2025-11-17
T00984,C0148,Delivery,Pending,2025-11-17
T00985,C0600,Delivery,Closed,2025-11-17
,C0600,Payment,Open,2025-11-17
T00987,C0589,Payment,Closed,2025-11-17
T00988,C0939,Delivery,Closed,2025-11-17
T00989,C0544,Delivery,Pending,2025-11-17
,C0129,Account,Pending,2025-11-17
T00991,C0990,Account,Open,2025-11-17
T00992,C0190,Account,Open,2025-11-17
T00993,C0325,Payment,Pending,2025-11-17
T00994,C0605,Payment,Open,2025-11-17
T00995,C0372,Account,Open,2025-11-17
T00996,C0622,Delivery,Open,2025-11-17
T00997,C0670,Account,Open,2025-11-17
T00998,C0088,Payment,Open,2025-11-17
T00999,C0054,Delivery,Open,2025-11-17
T01000,C0486,Payment,Closed,2025-11-17
T01001,C0382,Delivery,Open,2025-11-17
T01002,C0258,Delivery,Open,2025-11-17
T01003,C0100,Payment,Pending,2025-11-17
T01004,C0762,Account,Closed,2025-11-17
T01005,C0058,Payment,Closed,2025-11-17
,C0522,Product,Pending,2025-11-17
T01007,C0922,Account,Pending,2025-11-17
T01008,C0957,Account,Pending,2025-11-17
T01009,C0183,Account,Open,2025-11-17
T01010,C0730,Delivery,Closed,2025-11-17
T01011,,,Pending,2025-11-17
T01012,C0155,Payment,Closed,2025-11-17
T01013,C0981,Delivery,Closed,2025-11-17
T01014,C0522,,,2025-11-17
T01015,C0212,Payment,Pending,2025-11-17
T01016,C0456,Account,Closed,2025-11-17
T01017,C0719,Account,Open,2025-11-17
T01018,C0533,Account,Pending,2025-11-17
T01019,C0441,Product,Pending,2025-11-17
T01020,C0610,Product,Open,
T01021,C0064,Account,,2025-11-17
T01022,,Product,Closed,2025-11-17
T01023,C0158,Payment,Closed,2025-11-17
T01024,C0834,Delivery,Closed,2025-11-17
T01025,C0775,Product,Open,2025-11-17
T01026,C0166,Product,Open,2025-11-17
,C0769,Delivery,Closed,2025-11-17
T01028,C0294,Product,Closed,2025-11-17
T01029,C0469,Payment,,2025-11-17
T01030,C0171,Payment,Closed,2025-11-17
T01031,C0800,,Open,2025-11-17
T01032,C0765,Product,,2025-11-17
,C0821,Product,Open,2025-11-17
,C0105,Delivery,Pending,2025-11-17
T01035,C0694,Payment,Closed,2025-11-17
T01036,C0129,Account,Closed,2025-11-17
,C0034,,Open,2025-11-17
T01038,C0159,Delivery,Pending,2025-11-17
,C0957,Payment,Open,2025-11-17
T01040,C0762,Account,Closed,2025-11-17
T01041,C0158,Account,Closed,2025-11-17
T01042,C0274,Payment,,2025-11-17
,C0494,Payment,Closed,2025-11-17
,C0762,Payment,Open,2025-11-17
T01045,,Product,Closed,2025-11-17
T01046,C0321,Product,Open,2025-11-17
T01047,C0271,Product,Pending,2025-11-17
T01048,C0708,Delivery,Closed,2025-11-17
T01049,C0715,Delivery,Closed,2025-11-17
T01050,C0790,,Closed,2025-11-17
T01051,C0527,Account,Pending,2025-11-17
T01052,C0108,Delivery,Open,2025-11-17
T01053,C0821,Account,Open,2025-11-17
T01054,C0358,Delivery,,2025-11-17
,C0051,Delivery,Pending,2025-11-17
T01056,C0728,Product,Closed,2025-11-17
T01057,C0487,Payment,Open,2025-11-17
T01058,C0878,Account,Closed,2025-11-17
T01059,C0273,Product,Closed,2025-11-17
T01060,C0036,Product,Open,2025-11-17
T01061,C0775,Product,Pending,2025-11-17
T01062,C0848,Delivery,Pending,2025-11-17
T01063,C0416,Payment,Open,2025-11-17
T01064,C0444,Delivery,Open,2025-11-17
T01065,C0692,Product,Open,2025-11-17
T01066,C0983,Account,Pending,2025-11-17
T01067,C0442,Product,Closed,2025-11-17
T01068,C0303,Delivery,Pending,2025-11-17
T01069,C0193,Account,,2025-11-17
T01070,C0912,,Pending,2025-11-17
T01071,C0249,Delivery,Closed,2025-11-17
T01072,,,Pending,2025-11-17
T01073,C0393,Product,Pending,2025-11-17
T01074,C0960,Product,Open,2025-11-17
T01075,C0836,Delivery,Pending,2025-11-17
T01076,C0536,Product,Closed,2025-11-17
T01077,C0197,Account,Closed,2025-11-17
T01078,C0150,Delivery,Open,2025-11-17
T01079,C0604,Account,Closed,2025-11-17
T01080,C0130,Product,Pending,2025-11-17
T01081,C0701,Product,Pending,2025-11-17
T01082,C0251,Delivery,Pending,2025-11-17
T01083,C0593,Account,Open,2025-11-17
T01084,C0693,Product,Closed,2025-11-17
T01085,C0417,Payment,,2025-11-17
T01086,C0643,Product,Pending,2025-11-17
T01087,C0054,,Open,
,C0548,Product,Pending,2025-11-17
T01089,C0578,Delivery,Open,2025-11-17
T01090,C0049,Product,Pending,2025-11-17
T01091,C0286,,,
T01092,C0554,Account,Closed,2025-11-17
T01093,C0963,Payment,Closed,2025-11-17
T01094,C0448,Product,Open,2025-11-17
T01095,C0776,Account,Pending,2025-11-17
T01096,C0463,,,2025-11-17
T01097,C0694,Product,Open,2025-11-17
T01098,,Product,Pending,2025-11-17
T01099,C0671,Product,Closed,2025-11-17
T01100,C0346,Product,Closed,2025-11-17
T01101,C0366,Account,Pending,2025-11-17
T01102,C0844,,Pending,2025-11-17
T01103,C0414,Delivery,Closed,2025-11-17
T01104,C0022,Account,Pending,2025-11-17
T01105,C0763,Delivery,Closed,2025-11-17
T01106,C0409,Payment,Pending,2025-11-17
T01107,C0034,Account,Open,2025-11-17
T01108,C0937,Account,Pending,2025-11-17
T01109,C0742,Account,Pending,2025-11-17
T01110,C0003,Delivery,Closed,2025-11-17
T01111,C0896,Account,Pending,2025-11-17
T01112,C0887,Account,Closed,2025-11-17
T01113,C0023,Delivery,Open,2025-11-17
T01114,C0235,Account,Open,2025-11-17
T01115,C0809,Delivery,Open,2025-11-17
T01116,C0574,,Closed,2025-11-17
T01117,C0587,Account,Pending,2025-11-17
T01118,C0508,Product,Open,
T01119,C0144,Payment,Closed,2025-11-17
T01120,C0999,Product,Open,2025-11-17
,C0577,Product,Open,2025-11-17
T01122,C0244,Delivery,Closed,2025-11-17
T01123,C0672,Payment,Pending,2025-11-17
T01124,C0303,Delivery,Open,2025-11-17
T01125,C0870,Payment,Open,2025-11-17
T01126,C0270,Product,Open,2025-11-17
T01127,C0962,Payment,Pending,2025-11-17
T01128,,Delivery,Pending,2025-11-17
T01129,,Delivery,Pending,2025-11-17
T01130,C0938,Product,Open,2025-11-17
,C0067,Product,Pending,2025-11-17
T01132,C0233,Payment,Closed,2025-11-17
T01133,C0231,Delivery,Pending,2025-11-17
T01134,C0004,Account,Open,2025-11-17
,C0544,Account,Pending,2025-11-17
T01136,C0297,Delivery,Closed,2025-11-17
T01137,C0465,Account,Open,2025-11-17
T01138,,Account,Closed,
T01139,C0524,Payment,Open,2025-11-17
T01140,C0998,Product,,
T01141,C0372,Delivery,Pending,2025-11-17
T01142,C0354,Account,Pending,2025-11-17
T01143,C0248,Delivery,Open,
T01144,C0347,Payment,Closed,2025-11-17
T01145,C0879,Product,Open,2025-11-17
T01146,C0291,Account,Closed,2025-11-17
T01147,C0553,Payment,Closed,2025-11-17
T01148,C0425,Delivery,Open,2025-11-17
T01149,C0868,Product,Closed,2025-11-17
T01150,C0619,Account,Open,2025-11-17
T01151,C0808,Product,,2025-11-17
T01152,C0759,Product,Pending,2025-11-17
T01153,C0276,Product,Open,2025-11-17
T01154,C0888,Product,Pending,2025-11-17
T01155,C0562,Account,Open,2025-11-17
T01156,C0308,Account,Pending,2025-11-17
T01157,C0950,Delivery,Closed,2025-11-17
T01158,C0518,Account,Pending,2025-11-17
T01159,C0835,Delivery,Open,2025-11-17
T01160,C0857,Product,,2025-11-17
T01161,C0400,Delivery,Pending,2025-11-17
T01162,C0968,Product,Closed,2025-11-17
T01163,C0561,Delivery,Open,2025-11-17
T01164,C0748,Product,Pending,2025-11-17
T01165,C0595,Payment,Closed,2025-11-17
T01166,C0744,Delivery,Closed,
T01167,C0765,Delivery,Open,2025-11-17
T01168,C0414,Account,Open,2025-11-17
T01169,C0772,Account,Closed,2025-11-17
T01170,C0991,Payment,Pending,
T01171,C0764,Payment,Closed,2025-11-17
T01172,C0205,Account,Pending,2025-11-17
T01173,C0094,Payment,Closed,2025-11-17
T01174,C0440,Account,Closed,2025-11-17
T01175,C0917,Payment,Closed,2025-11-17
T01176,C0700,Delivery,,2025-11-17
T01177,C0179,Payment,Pending,2025-11-17
T01178,C0140,Payment,Open,2025-11-17
T01179,C0870,Payment,Closed,
T01180,C0327,Product,Closed,2025-11-17
T01181,C0964,Delivery,Open,2025-11-17
T01182,C0523,Product,Open,
T01183,C0933,Payment,Closed,2025-11-17
T01184,C0721,Payment,Pending,2025-11-17
T01185,C0682,Payment,Pending,2025-11-17
T01186,C0457,Payment,Pending,2025-11-17
T01187,C0134,,Closed,2025-11-17
T01188,C0760,Delivery,,2025-11-17
T01189,C0825,Account,Open,2025-11-17
T01190,C0278,Delivery,Open,
T01191,C0949,Payment,Closed,2025-11-17
T01192,C0186,Product,Closed,2025-11-17
T01193,C0654,Product,Closed,2025-11-17
T01194,,Account,Closed,2025-11-17
T01195,C0455,Product,,2025-11-17
T01196,C0471,Delivery,Closed,2025-11-17
T01197,C0801,Account,Pending,2025-11-17
T01198,C0845,Account,Closed,2025-11-17
T01199,C0030,Product,Open,2025-11-17
T01200,C0683,Delivery,Closed,2025-11-17
