event_id,customer_id,page,timestamp,action
E00513,C0161,Product,2024-12-25 13:32:41,view
E00514,C0672,Search,2025-04-12 09:10:18,purchase
E00515,C0823,Product,2025-11-01 07:56:01,view
E00516,C0881,Product,2025-03-09 15:49:45,click
E00517,C0650,Search,2025-09-17 02:55:05,view
E00518,C0839,Cart,2025-09-29 16:44:48,add_to_cart
E00519,C0905,,2024-12-26 23:09:15,add_to_cart
E00520,C0141,Home,2025-04-28 05:51:06,view
E00521,C0955,Checkout,2025-07-04 04:12:32,
E00522,C0456,Checkout,2025-06-18 04:48:50,purchase
E00523,C0977,Search,2024-12-14 12:13:07,view
E00524,C0627,Checkout,2025-10-16 17:33:40,purchase
E00525,C0226,Checkout,2025-10-19 06:32:03,add_to_cart
E00526,C0465,Search,,add_to_cart
E00527,C0895,Cart,2025-04-26 17:57:15,add_to_cart
E00528,C0354,Product,2025-02-13 06:35:40,purchase
E00529,C0242,Product,2025-01-03 00:39:02,click
E00530,C0941,Home,2024-12-21 23:56:38,view
E00531,C0826,Search,2025-10-23 22:49:58,add_to_cart
E00532,C0357,Search,2024-12-09 08:49:10,add_to_cart
E00533,C0604,Search,2025-08-31 06:04:36,add_to_cart
E00534,C0764,Search,2025-09-12 15:46:55,view
E00535,,Search,2024-12-29 15:04:39,click
,C0770,Product,2025-08-09 13:24:23,
E00537,C0077,Product,2025-06-20 19:40:09,purchase
E00538,C0448,Checkout,2025-07-26 12:43:31,view
E00539,C0801,Product,2025-11-06 05:54:31,purchase
E00540,C0536,Home,2024-12-14 13:43:42,view
E00541,C0806,Product,2025-05-15 20:37:17,view
E00542,C0324,Checkout,2025-11-11 18:59:09,purchase
E00543,C0028,Product,,purchase
E00544,C0320,Search,2025-03-07 09:53:50,add_to_cart
E00545,C0128,Home,2025-07-15 02:25:25,click
E00546,C0707,Search,2025-06-04 06:05:55,click
,C0853,Product,2025-04-01 00:36:03,purchase
E00548,C0039,,2025-07-19 02:13:41,view
,C0105,Search,2024-12-29 10:11:01,purchase
E00550,C0880,Cart,2024-11-23 12:12:55,add_to_cart
E00551,C0434,,2025-11-06 12:51:44,add_to_cart
E00552,C0640,Search,,click
E00553,C0315,Home,2025-04-14 01:30:57,purchase
E00554,C0510,Search,2025-07-28 13:09:33,add_to_cart
E00555,C0633,Product,2025-03-09 21:01:54,view
E00556,C0421,Cart,2025-09-26 09:32:10,purchase
E00557,C0707,Product,,click
E00558,C0263,Product,2025-04-25 22:12:35,purchase
E00559,C0241,Home,2025-06-30 23:28:15,click
,C0991,Checkout,2025-10-31 19:24:52,add_to_cart
E00561,C0237,Cart,2025-08-30 23:24:08,view
E00562,C0496,Checkout,,add_to_cart
E00563,C0382,Search,2025-07-29 08:02:21,click
E00564,C0996,Product,2025-01-23 16:07:53,view
E00565,C0548,Search,2025-03-07 19:15:09,view
E00566,C0316,Checkout,2025-07-16 05:20:28,add_to_cart
E00567,,Search,2025-08-20 01:14:50,add_to_cart
E00568,C0122,Search,2025-01-30 08:50:25,click
E00569,C0077,Home,2025-09-28 18:17:19,click
E00570,C0414,Checkout,2025-03-05 03:04:09,click
E00571,C0053,Search,2025-01-16 09:59:06,add_to_cart
E00572,C0396,Cart,2025-09-02 02:14:34,add_to_cart
E00573,C0642,Product,2025-10-24 23:33:01,click
E00574,C0823,Product,2025-03-23 23:15:34,add_to_cart
E00575,C0690,Search,2025-05-15 19:00:59,click
E00576,C0376,Home,2025-02-10 09:01:20,purchase
E00577,C0696,Checkout,2025-08-03 11:19:51,click
E00578,C0181,Product,2025-08-13 11:28:32,view
E00579,C0638,Product,2025-02-18 22:00:30,purchase
E00580,C0342,Product,2025-02-15 05:13:41,click
E00581,C0204,Product,,click
E00582,C0716,Product,2024-11-24 17:50:53,view
E00583,C0923,Home,2025-03-28 18:41:20,purchase
E00584,C0766,,2025-07-17 18:10:27,purchase
E00585,C0376,Checkout,2025-11-10 19:34:05,view
,C0458,,2025-04-28 04:24:26,view
E00587,C0044,Cart,2025-11-10 12:08:12,
E00588,C0018,,2024-12-22 16:25:20,purchase
E00589,C0045,Home,2025-02-11 10:46:25,view
E00590,C0761,Home,2025-03-26 08:34:28,view
E00591,C0248,Cart,2025-05-28 09:18:28,purchase
E00592,C0801,Product,,view
E00593,C0782,Home,2025-03-06 10:37:23,purchase
E00594,C0658,Product,2025-02-12 12:37:18,click
,C0084,Cart,2025-09-21 18:28:51,view
E00596,C0330,Checkout,2024-12-17 11:09:38,purchase
E00597,C0525,Product,2025-05-24 00:21:57,click
E00598,,Cart,,purchase
E00599,C0152,Product,2025-04-19 00:22:19,view
E00600,C0669,Cart,2025-01-02 18:39:47,add_to_cart
E00601,C0776,Search,2025-10-25 23:26:50,purchase
E00602,C0115,Checkout,2025-10-20 04:52:29,purchase
E00603,C0515,Checkout,,click
E00604,C0410,Search,2025-07-18 00:18:54,click
E00605,C0269,Search,2025-09-04 21:40:51,
E00606,C0604,Home,2025-04-26 09:13:27,add_to_cart
E00607,C0504,Checkout,2024-12-07 21:46:43,view
E00608,C0353,Product,2025-11-06 21:43:37,click
E00609,C0911,Home,2025-06-21 23:18:28,view
E00610,C0402,Home,,
E00611,C0843,Search,2025-09-19 06:38:17,add_to_cart
E00612,C0880,Product,2025-09-14 07:32:55,add_to_cart
E00613,C0283,Cart,2025-07-29 05:09:23,
E00614,C0846,Search,2025-06-06 03:27:33,
E00615,C0511,Cart,2025-08-10 06:22:54,add_to_cart
E00616,C0416,,2025-03-18 12:02:59,view
E00617,,Home,2025-06-02 22:46:42,click
E00618,C0395,Cart,2025-10-11 04:51:41,purchase
E00619,C0587,Product,,view
E00620,C0047,Product,2025-05-20 12:54:01,view
E00621,C0464,Search,2025-04-13 22:41:09,purchase
E00622,C0051,Cart,2025-10-30 23:44:55,purchase
E00623,C0850,Cart,2025-03-21 15:46:57,
E00624,,,2025-03-11 08:19:45,add_to_cart
E00625,C0279,Home,2025-08-03 21:49:57,click
E00626,C0489,Cart,2025-08-18 02:03:26,purchase
E00627,C0175,Search,2025-03-24 01:11:27,
E00628,C0345,Checkout,2025-01-23 16:18:55,add_to_cart
E00629,C0777,Search,2025-03-04 00:27:19,click
E00630,C0962,Search,2025-10-18 04:26:35,add_to_cart
E00631,C0583,Search,2025-03-19 16:59:50,view
E00632,C0326,Search,2025-10-29 14:15:05,view
E00633,C0454,Cart,2025-07-18 09:35:31,click
E00634,C0009,Search,2025-10-24 12:22:59,purchase
E00635,C0710,Search,2025-09-09 11:04:19,click
E00636,C0068,Cart,2025-10-26 19:46:57,purchase
E00637,C0767,Product,2025-09-28 08:38:06,add_to_cart
E00638,C0585,Checkout,2025-10-01 22:32:51,view
E00639,C0320,Home,2025-08-27 07:11:39,add_to_cart
E00640,C0542,Cart,2025-06-01 14:29:38,add_to_cart
E00641,C0801,Cart,2025-09-18 10:28:18,purchase
E00642,C0861,Search,2024-12-06 18:23:16,purchase
E00643,C0130,Home,2025-05-13 09:40:00,purchase
E00644,C0873,Cart,2025-02-05 00:09:45,purchase
E00645,C0118,Checkout,2025-01-18 01:29:58,purchase
E00646,C0440,Cart,2024-12-16 15:58:37,purchase
E00647,C0843,Search,2025-11-02 11:53:54,view
E00648,C0767,Product,2025-05-02 22:01:31,click
E00649,C0055,Search,,view
E00650,C0823,Cart,2024-12-01 18:25:08,add_to_cart
E00651,C0206,Home,2025-09-19 08:01:48,add_to_cart
E00652,C0125,Search,2024-12-08 20:49:34,purchase
E00653,C0191,Cart,2025-09-04 00:44:27,purchase
,C0285,Home,2025-01-05 10:25:06,view
E00655,C0241,Product,2025-11-09 19:55:08,purchase
E00656,C0217,Product,2025-05-25 16:25:46,click
E00657,C0513,Product,2025-08-29 12:28:43,click
E00658,C0674,Home,2025-05-22 04:22:48,purchase
E00659,C0176,,2025-07-27 08:14:59,add_to_cart
E00660,C0986,Home,2025-09-23 10:03:13,add_to_cart
E00661,C0691,Product,2025-10-25 00:38:17,view
E00662,C0695,Cart,2025-01-31 11:27:03,
E00663,C0759,Search,2025-05-18 10:02:33,add_to_cart
E00664,C0903,Cart,2025-02-03 07:10:41,view
E00665,C0720,Home,2025-01-04 09:17:34,click
E00666,C0663,Home,2025-08-14 07:26:45,view
E00667,C0085,Product,2025-02-11 11:43:08,add_to_cart
E00668,C0664,Home,2025-08-18 22:56:23,view
E00669,C0677,Home,2025-02-18 13:42:30,add_to_cart
E00670,C0167,Search,2025-07-08 11:12:41,purchase
,C0691,Product,2025-04-01 05:34:37,add_to_cart
,C0684,Search,2025-08-05 19:59:29,
E00673,C0468,Search,2025-09-10 07:57:54,click
E00674,C0764,Search,2025-03-29 03:48:24,click
E00675,C0749,Cart,2025-08-13 00:03:30,
,C0611,Cart,2024-12-24 11:00:31,click
E00677,C0797,Home,2025-01-03 01:47:43,
E00678,C0934,Product,,view
E00679,C0071,Home,2025-09-28 06:15:49,view
E00680,C0536,Home,2025-01-11 16:44:15,view
E00681,C0265,Home,,view
E00682,C0381,Product,2025-09-23 17:49:46,click
E00683,C0694,Product,2025-08-28 16:15:31,view
E00684,C0100,Checkout,2025-06-10 04:14:41,purchase
E00685,C0623,Home,2025-07-20 12:00:25,
E00686,C0662,Cart,2024-12-13 13:41:16,add_to_cart
E00687,C0721,Search,2024-11-24 00:55:09,view
E00688,,Checkout,2025-08-10 15:10:27,purchase
E00689,C0133,Cart,2025-09-29 13:06:14,purchase
E00690,C0071,Checkout,2025-11-09 16:55:57,purchase
E00691,C0641,Checkout,2025-01-14 22:37:28,view
E00692,C0574,Checkout,2025-01-30 09:00:28,purchase
E00693,C0462,,2025-11-11 14:30:14,purchase
E00694,C0308,Search,2024-11-26 20:22:34,add_to_cart
E00695,C0820,Product,2025-09-09 06:03:53,click
E00696,C0055,Home,2025-06-29 19:57:10,click
E00697,C0665,Product,2025-06-01 22:45:35,click
E00698,C0368,Home,2025-09-17 15:05:46,add_to_cart
E00699,C0853,Home,2025-03-07 03:50:16,add_to_cart
E00700,C0920,Product,2025-11-15 00:03:19,add_to_cart
E00701,C0790,,2025-04-15 03:09:44,view
E00702,C0822,Cart,2025-05-24 22:12:48,purchase
E00703,C0993,Home,2025-09-09 03:53:21,view
E00704,C0598,Search,2025-07-20 15:58:36,click
E00705,C0383,Search,2025-06-23 15:16:36,add_to_cart
E00706,,Cart,2025-04-08 17:04:57,view
E00707,C0730,Product,2025-06-06 05:42:01,
E00708,C0215,Cart,2025-05-06 04:27:37,purchase
,C0764,Cart,2024-11-29 13:32:43,view
E00710,,Home,,click
E00711,C0720,,2025-03-29 11:30:16,click
E00712,C0491,Cart,2025-04-12 19:02:37,
E00713,C0327,Product,2025-07-12 13:40:42,purchase
E00714,C0282,Search,2024-12-19 20:34:30,click
E00715,C0045,Search,2025-04-23 19:19:20,view
E00716,C0084,Home,2025-04-28 13:53:38,add_to_cart
E00717,C0827,Home,2025-08-20 14:51:23,add_to_cart
E00718,C0153,Home,2025-05-16 14:38:06,click
E00719,C0172,Cart,2025-06-11 16:49:56,add_to_cart
E00720,C0937,Product,,view
E00721,C0406,Search,2025-02-26 10:06:57,purchase
E00722,C0980,,2025-04-27 16:18:15,purchase
E00723,C0802,Home,2025-10-03 11:29:52,add_to_cart
E00724,C0376,Product,2025-08-13 17:57:45,
E00725,C0270,Search,2025-06-28 09:19:23,view
E00726,C0759,Product,2025-07-10 17:16:18,view
E00727,C0597,Product,2025-10-23 16:47:56,add_to_cart
E00728,C0864,Cart,2025-02-06 17:13:35,view
E00729,C0246,Home,2025-07-01 18:56:00,add_to_cart
E00730,C0759,Cart,2025-06-15 17:17:46,add_to_cart
E00731,C0144,Cart,2025-02-04 09:07:14,click
E00732,C0536,,2025-09-22 17:02:17,view
E00733,C0045,Search,2025-08-26 11:42:37,purchase
E00734,C0467,Search,2025-01-20 05:52:26,view
E00735,C0922,Search,2025-04-11 13:37:38,add_to_cart
,C0859,Product,2025-02-21 16:08:04,click
E00737,C0457,Checkout,2025-06-03 12:27:36,view
E00738,C0576,Home,2025-04-28 11:10:27,add_to_cart
E00739,C0985,Search,2025-03-28 11:43:14,add_to_cart
E00740,C0479,Product,2025-10-26 04:45:28,view
E00741,C0978,Product,2025-03-03 00:03:37,view
E00742,C0509,Checkout,2025-02-28 12:17:49,add_to_cart
E00743,C0282,Cart,2025-02-13 09:55:06,
E00744,,Checkout,2024-12-30 08:36:01,purchase
E00745,,Home,2025-07-25 06:48:23,purchase
E00746,C0756,Cart,2025-06-10 06:23:19,view
E00747,C0205,Checkout,2025-06-04 17:39:36,view
E00748,,Product,2025-03-23 19:55:29,add_to_cart
E00749,C0981,Product,2025-05-27 01:34:50,click
E00750,C0699,Cart,,view
E00751,C0232,Search,2025-05-03 02:10:42,add_to_cart
E00752,C0226,Cart,2025-04-22 18:09:57,click
E00753,C0378,Cart,2025-05-24 01:36:25,purchase
E00754,C0993,Cart,2025-07-17 21:55:37,view
E00755,,Search,2025-05-07 16:09:40,add_to_cart
E00756,C0465,Product,2024-12-08 23:42:57,add_to_cart
E00757,C0346,Cart,2024-11-29 15:04:55,view
E00758,C0759,Search,2025-02-25 07:15:21,purchase
E00759,C0360,Cart,2024-12-06 05:42:09,purchase
E00760,C0006,,2025-04-04 12:17:08,click
E00761,C0411,Checkout,2025-03-28 04:19:47,click
,C0292,Search,2025-04-22 03:58:49,click
E00763,C0465,Checkout,2025-08-04 23:21:20,purchase
E00764,C0791,Cart,2025-08-30 12:52:37,click
E00765,C0038,Cart,2025-07-21 13:25:17,click
E00766,C0604,Home,2025-08-30 15:08:38,view
E00767,C0066,Search,,
E00768,C0787,Search,2024-12-28 10:12:12,add_to_cart
E00769,C0226,Home,2025-02-25 23:27:03,view
E00770,C0195,Cart,2025-04-07 05:01:31,purchase
E00771,C0908,Home,2025-08-10 23:22:56,add_to_cart
E00772,C0098,Checkout,2025-01-19 18:48:13,purchase
E00773,,Product,2025-08-09 08:18:04,click
E00774,C0544,Product,2025-04-28 03:36:35,add_to_cart
E00775,C0755,Checkout,2025-01-25 08:41:15,click
E00776,C0736,Home,2025-08-07 05:29:41,view
E00777,C0393,Cart,2025-05-15 10:47:46,click
E00778,C0217,Cart,2025-09-04 01:28:42,click
E00779,C0436,Search,2025-04-27 17:21:02,purchase
E00780,C0180,Search,2025-10-15 08:51:17,click
E00781,C0019,Checkout,2025-10-03 11:34:44,view
E00782,C0873,Home,2024-11-22 05:49:09,purchase
E00783,C0839,Search,2024-12-01 22:09:03,view
E00784,C0489,Product,2025-02-04 08:54:47,view
E00785,C0782,Search,2025-07-23 22:17:43,view
E00786,C0513,Product,2025-07-10 09:16:19,view
E00787,C0891,Cart,2025-10-18 00:30:04,view
E00788,C0954,Cart,2025-09-05 19:57:27,purchase
E00789,C0941,Search,2024-12-05 03:43:59,purchase
E00790,C0448,Product,2025-11-06 18:50:22,add_to_cart
E00791,C0882,Cart,2025-05-06 15:11:26,purchase
E00792,C0120,Cart,2025-05-18 02:41:31,purchase
E00793,C0917,,2025-02-11 17:15:50,purchase
E00794,C0311,Product,2025-10-13 01:57:30,add_to_cart
,C0135,Search,2025-06-03 07:46:05,click
E00796,C0920,Product,2025-01-24 10:38:16,
E00797,C0220,Product,2025-04-06 10:53:48,view
E00798,C0415,Search,2025-07-19 12:19:49,
E00799,C0644,Search,2025-03-10 18:30:04,add_to_cart
,C0086,Product,2024-12-26 02:23:55,add_to_cart
E00801,C0252,Cart,2025-07-06 07:57:52,purchase
,C0204,Search,2025-03-12 05:51:26,purchase
E00803,C0493,,2025-06-20 23:06:32,purchase
E00804,C0814,Product,2025-11-14 04:07:18,view
E00805,C0074,Checkout,2025-07-14 02:07:34,click
E00806,C0824,Home,2025-06-08 17:56:41,purchase
E00807,C0700,Cart,2025-05-08 09:11:25,purchase
E00808,C0772,Search,2025-03-15 09:37:50,click
E00809,C0306,Checkout,2025-03-19 13:43:11,add_to_cart
E00810,C0525,Cart,2025-09-05 11:11:42,click
E00811,C0063,Cart,,
E00812,C0481,Search,2025-05-14 12:47:51,add_to_cart
E00813,C0323,Cart,2025-02-24 06:36:57,add_to_cart
E00814,C0278,Cart,2025-07-20 08:34:07,view
E00815,C0931,Checkout,2025-07-10 16:33:37,view
E00816,C0818,Cart,2025-08-21 18:49:30,view
E00817,C0839,Cart,2025-04-07 00:58:52,view
E00818,C0752,Home,2025-10-25 10:16:23,purchase
E00819,C0051,Cart,2025-06-22 10:15:47,add_to_cart
E00820,C0883,Cart,2025-01-19 03:07:03,add_to_cart
E00821,C0378,Home,,view
E00822,C0288,Product,2025-01-03 14:19:37,add_to_cart
E00823,C0503,Home,2025-07-15 20:26:52,click
E00824,C0002,Cart,,click
E00825,C0523,Product,2025-11-05 01:40:04,
E00826,C0832,Product,2025-10-05 08:19:41,purchase
E00827,C0304,Cart,,click
E00828,C0973,Product,2025-01-05 00:52:10,click
E00829,C0880,Product,2025-08-31 03:50:07,add_to_cart
,C0223,Checkout,2025-08-31 13:49:15,view
E00831,C0155,Product,2025-03-23 02:19:17,view
E00832,C0270,Checkout,2025-02-25 17:46:38,purchase
E00833,C0073,Home,2025-10-24 19:09:05,purchase
E00834,C0373,Search,2025-09-27 02:28:00,purchase
E00835,C0998,Product,2024-12-19 12:57:42,add_to_cart
E00836,C0314,Checkout,2025-02-19 00:15:20,click
E00837,C0938,Cart,2025-09-10 08:52:11,purchase
E00838,C0692,Home,2025-11-01 11:03:36,click
E00839,C0048,Search,,view
E00840,C0263,Product,2025-11-11 22:34:46,click
E00841,C0920,Product,2025-09-16 16:33:27,click
E00842,C0666,Product,2025-04-13 04:07:47,click
E00843,C0226,Cart,2025-02-14 01:08:52,purchase
E00844,C0891,Home,2025-03-04 23:05:09,add_to_cart
E00845,C0618,Checkout,2025-02-09 05:32:44,
E00846,C0910,Product,2024-11-28 17:34:02,click
E00847,C0608,Cart,,view
E00848,C0881,Product,2025-02-25 13:28:29,view
E00849,C0115,Cart,2025-08-14 21:43:34,view
E00850,C0352,Product,2025-04-13 13:00:51,view
E00851,C0565,Home,2025-10-08 14:19:33,view
E00852,C0911,Product,,view
E00853,C0882,,2025-06-05 04:59:00,purchase
E00854,C0100,Search,2025-06-01 23:35:51,view
E00855,C0853,Checkout,2025-02-15 11:19:55,purchase
E00856,C0429,Product,2025-03-13 23:46:56,click
E00857,C0215,Checkout,2024-12-10 16:39:17,view
E00858,C0684,Home,2025-03-27 00:45:03,click
E00859,C0985,Cart,2025-03-05 05:24:23,view
E00860,C0404,Home,2025-09-30 22:13:01,purchase
E00861,C0821,Product,2025-02-23 23:09:54,click
E00862,C0102,Home,2025-01-16 17:35:03,click
E00863,C0731,Product,2024-12-24 00:42:27,view
E00864,C0929,Cart,2025-07-16 05:05:43,purchase
E00865,C0275,Checkout,2025-05-04 11:49:12,
E00866,C0576,Cart,2025-05-24 03:09:54,click
E00867,C0160,,2024-11-24 07:18:37,
E00868,C0552,,2025-04-16 16:29:57,add_to_cart
E00869,C0883,Product,2025-05-07 15:40:26,click
E00870,C0021,Search,2025-08-21 12:47:09,purchase
E00871,C0316,Cart,2025-03-25 08:24:28,purchase
E00872,C0782,Search,2025-10-29 02:07:33,purchase
E00873,C0697,Search,2025-11-07 08:17:14,click
E00874,C0892,Search,2024-11-27 17:51:28,click
E00875,C0329,Product,2025-11-18 00:34:20,click
E00876,C0043,,2025-08-11 18:38:33,add_to_cart
E00877,C0147,Home,2025-09-18 05:51:23,add_to_cart
E00878,,Product,2025-07-24 23:14:24,click
E00879,C0177,Home,2025-03-24 10:58:58,purchase
E00880,C0763,Product,2025-03-22 22:06:10,purchase
E00881,C0446,Home,2025-05-22 11:05:13,add_to_cart
E00882,C0649,Product,2024-11-29 00:19:17,purchase
E00883,C0282,Home,,view
E00884,C0534,Checkout,2025-01-10 14:20:30,purchase
E00885,C0349,Search,2024-12-15 01:56:42,click
E00886,C0794,Home,2025-04-01 00:58:46,view
E00887,C0853,Cart,2024-12-06 21:02:50,purchase
E00888,C0632,Cart,2025-06-20 20:31:21,view
E00889,C0103,Home,2025-01-08 05:49:31,purchase
E00890,C0420,Product,2025-11-09 15:40:31,click
E00891,C0419,Cart,2025-06-06 19:40:27,view
E00892,C0990,Product,2025-09-13 21:13:05,add_to_cart
E00893,C0179,Product,2025-07-16 08:47:35,purchase
E00894,C1000,Product,2025-06-18 12:11:30,click
E00895,,Home,2025-05-30 04:56:54,add_to_cart
E00896,C0532,,2025-11-16 01:46:56,purchase
E00897,C0889,Search,,add_to_cart
E00898,C0054,Home,2025-08-09 21:39:51,purchase
E00899,,Home,2025-08-27 03:44:04,purchase
E00900,C0784,Product,2025-11-13 10:14:32,purchase
E00901,C0791,Search,2025-10-01 00:05:21,view
E00902,C0462,Search,2025-10-21 10:13:47,purchase
E00903,C0580,Home,2025-06-17 22:54:58,view
E00904,C0587,Cart,2025-04-18 01:01:44,click
E00905,C0634,Checkout,2024-11-23 22:12:46,purchase
E00906,C0717,,2025-02-08 13:08:08,click
E00907,C0912,Product,2025-05-19 00:25:42,click
,C0661,Home,2025-02-24 13:22:55,view
E00909,C0158,Search,2025-03-25 09:47:30,view
E00910,C0943,Home,2024-12-28 23:47:26,view
E00911,C0746,Home,2025-04-22 05:26:58,add_to_cart
E00912,C0408,Product,2025-09-27 14:44:08,add_to_cart
E00913,C0561,Checkout,2025-11-04 02:35:24,add_to_cart
E00914,C0486,,2025-05-21 20:54:55,purchase
E00915,C0695,Product,2025-08-23 06:31:36,view
E00916,C0472,Home,2025-01-15 21:36:26,view
E00917,C0934,Product,2024-12-18 01:04:22,click
E00918,C0630,Home,2025-03-19 22:45:35,purchase
E00919,C0724,Checkout,2025-08-09 09:59:24,purchase
E00920,C0841,Home,2024-12-20 02:36:08,purchase
E00921,C0931,Product,2025-02-14 04:30:11,click
E00922,C0302,Checkout,2025-07-22 00:22:43,click
E00923,,Home,2025-01-15 22:45:26,purchase
E00924,C0397,Cart,2025-03-31 13:32:08,purchase
,C0801,Product,,purchase
E00926,C0058,Checkout,2025-08-21 21:53:27,purchase
E00927,C0234,Home,2025-03-21 00:05:25,add_to_cart
E00928,C0115,Product,2025-01-11 22:01:10,click
E00929,C0895,Search,2025-05-14 00:55:01,
E00930,,Cart,2025-07-19 04:07:07,click
E00931,C0577,Cart,2024-12-26 17:44:40,add_to_cart
E00932,C0179,Product,2025-06-06 15:29:08,purchase
E00933,C0741,Search,2025-06-08 11:01:32,click
E00934,,Search,2025-04-17 06:20:30,purchase
E00935,C0486,Product,2024-12-06 18:11:49,view
E00936,C0770,Search,2025-05-21 01:24:27,add_to_cart
E00937,C0885,Product,2025-09-05 02:43:00,
,C0095,Search,2025-04-22 08:54:28,click
E00939,C0536,Product,,add_to_cart
E00940,C0182,Checkout,2025-09-21 18:20:58,view
E00941,,Product,2025-04-01 14:21:11,
E00942,C0296,Product,2025-09-29 20:56:13,view
E00943,C0444,Cart,2025-08-07 11:07:03,view
E00944,C0213,Search,2025-08-01 15:21:20,purchase
,C0707,,2025-02-14 10:36:24,add_to_cart
E00946,C0155,Search,2025-09-26 08:21:31,purchase
E00947,C0591,,2025-08-16 00:48:13,view
E00948,C0805,Checkout,2024-12-06 20:19:13,add_to_cart
E00949,C0001,Cart,2025-01-16 15:44:45,view
E00950,C0855,Search,2024-12-02 11:29:57,add_to_cart
E00951,C0524,Home,2025-08-30 22:47:05,click
E00952,C0784,Product,2025-04-27 03:30:17,add_to_cart
,C0374,Product,2025-03-20 07:23:38,purchase
E00954,C0211,Cart,2024-12-06 07:58:05,purchase
E00955,C0228,Checkout,2025-08-27 00:13:36,click
E00956,C0316,Search,2025-09-24 09:53:00,purchase
E00957,C0275,Home,2025-03-12 05:50:30,purchase
E00958,C0664,Product,2024-12-05 03:05:58,view
E00959,C0321,Cart,2024-12-13 18:48:56,add_to_cart
E00960,C0508,Checkout,2025-04-16 00:44:02,add_to_cart
E00961,C0065,Search,2025-11-16 14:20:28,add_to_cart
E00962,C0624,Search,,
E00963,C0789,Cart,2024-11-26 06:21:06,add_to_cart
E00964,C0203,Cart,2025-01-06 07:16:14,add_to_cart
,C0501,Product,2025-01-05 12:18:29,click
E00966,C0444,Cart,2024-12-15 21:54:54,add_to_cart
E00967,C0905,Product,2025-03-15 16:27:45,add_to_cart
E00968,C0754,Checkout,2025-03-20 22:44:01,click
E00969,C0833,Home,2025-11-02 17:07:23,purchase
E00970,C0496,Product,2025-01-19 02:28:11,view
E00971,C0253,Product,2025-02-03 18:22:08,click
E00972,C0418,Checkout,2025-05-07 10:29:21,add_to_cart
E00973,C0955,Checkout,2025-04-14 20:23:31,purchase
,C0410,Checkout,2024-12-06 22:40:12,view
E00975,C0086,Checkout,2025-06-08 19:41:23,click
E00976,C0301,,2025-05-05 02:38:02,purchase
E00977,C0057,Search,2024-11-24 22:08:11,
E00978,C0060,Cart,2025-06-20 20:11:49,purchase
E00979,C0820,Product,2025-11-03 00:22:19,purchase
E00980,C0607,Search,2025-07-22 04:51:27,click
E00981,C0824,Cart,2025-02-10 15:28:37,add_to_cart
E00982,C0038,Search,2025-10-01 03:52:04,add_to_cart
E00983,C1000,Cart,2025-03-01 13:29:45,purchase
E00984,C0770,,2025-06-21 05:54:56,
E00985,C0504,Home,2025-09-03 23:13:25,view
E00986,,Checkout,2025-10-29 06:10:23,view
E00987,C0850,Checkout,2025-04-06 00:17:51,add_to_cart
E00988,C0682,Cart,2024-11-22 00:26:34,add_to_cart
E00989,C0965,,2024-11-19 06:35:27,add_to_cart
,C0547,Home,2025-02-07 01:11:28,view
E00991,C0361,Product,2025-05-30 00:42:08,purchase
E00992,C0098,,2025-03-08 06:30:31,view
E00993,C0141,Cart,2025-05-08 15:09:04,add_to_cart
E00994,C0902,Search,2025-05-22 01:59:24,purchase
E00995,C0874,Checkout,2024-12-22 00:18:15,click
E00996,C0346,Checkout,2025-10-08 00:28:48,add_to_cart
E00997,C0234,Cart,2025-11-16 07:33:26,add_to_cart
E00998,C0543,Search,2025-10-11 18:34:34,click
E00999,C0696,Checkout,2025-10-10 05:37:05,add_to_cart
E01000,C0842,Home,2025-06-14 09:18:35,view
E01001,C0902,Checkout,2025-10-25 11:54:48,purchase
E01002,C0742,Search,2025-02-09 01:39:43,view
E01003,C0190,Cart,2025-03-14 10:38:55,purchase
E01004,C0144,Product,2025-03-25 18:47:55,click
E01005,,Product,,click
E01006,C0019,Search,2025-04-18 03:01:43,add_to_cart
,C0580,Checkout,2025-08-16 17:56:47,click
E01008,C0177,Search,2025-01-18 01:32:30,click
E01009,C0047,Checkout,2025-04-19 11:37:26,purchase
E01010,C0430,Search,,purchase
E01011,C0525,,2024-11-25 06:00:07,click
E01012,C0226,Home,2025-04-13 20:20:36,add_to_cart
E01013,C0745,Search,2025-09-12 05:54:37,click
E01014,C0407,Cart,2025-06-21 14:44:01,click
E01015,C0991,Product,2025-08-21 04:05:22,click
E01016,C0006,Checkout,2025-03-12 02:44:39,purchase
E01017,C0582,Product,2024-12-08 07:51:48,click
,C0544,Cart,2025-11-08 10:35:06,click
E01019,C0907,Checkout,2025-09-29 14:55:47,click
E01020,C0960,Checkout,2025-10-05 09:17:49,purchase
E01021,C0823,Search,2024-12-17 02:04:24,click
E01022,C0045,Search,2025-06-29 22:04:17,view
E01023,C0781,Search,2025-02-15 19:36:35,purchase
,C0062,Checkout,2024-12-10 10:40:22,add_to_cart
E01025,C0404,Product,2025-01-23 13:04:36,add_to_cart
E01026,C0755,Search,2024-12-21 04:56:42,add_to_cart
E01027,C0620,Checkout,2025-06-17 09:26:36,add_to_cart
E01028,C0468,Product,2025-10-19 03:29:37,purchase
E01029,C0816,Cart,2025-01-08 21:20:07,purchase
E01030,C0584,Product,2025-04-12 12:20:49,view
E01031,C0389,,2024-11-26 13:40:26,view
